country,year,continent,variable,value
Czech Republic,1977,Europe,lifeExp,70.71
Czech Republic,1977,Europe,gdpPercap,14800.16062
Czech Republic,1982,Europe,pop,10303704
Czech Republic,1982,Europe,lifeExp,70.96
Czech Republic,1982,Europe,gdpPercap,15377.22855
Czech Republic,1987,Europe,pop,10311597
Czech Republic,1987,Europe,lifeExp,71.58
Czech Republic,1987,Europe,gdpPercap,16310.4434
Czech Republic,1992,Europe,pop,10315702
Czech Republic,1992,Europe,lifeExp,72.4
Czech Republic,1992,Europe,gdpPercap,14297.02122
Czech Republic,1997,Europe,pop,10300707
Czech Republic,1997,Europe,lifeExp,74.01
Czech Republic,1997,Europe,gdpPercap,16048.51424
Czech Republic,2002,Europe,pop,10256295
Czech Republic,2002,Europe,lifeExp,75.51
Czech Republic,2002,Europe,gdpPercap,17596.21022
Czech Republic,2007,Europe,pop,10228744
Czech Republic,2007,Europe,lifeExp,76.486
Czech Republic,2007,Europe,gdpPercap,22833.30851
Denmark,1952,Europe,pop,4334000
Denmark,1952,Europe,lifeExp,70.78
Denmark,1952,Europe,gdpPercap,9692.385245
Denmark,1957,Europe,pop,4487831
Denmark,1957,Europe,lifeExp,71.81
Denmark,1957,Europe,gdpPercap,11099.65935
Denmark,1962,Europe,pop,4646899
Denmark,1962,Europe,lifeExp,72.35
Denmark,1962,Europe,gdpPercap,13583.31351
Denmark,1967,Europe,pop,4838800
Denmark,1967,Europe,lifeExp,72.96
Denmark,1967,Europe,gdpPercap,15937.21123
Denmark,1972,Europe,pop,4991596
Denmark,1972,Europe,lifeExp,73.47
Denmark,1972,Europe,gdpPercap,18866.20721
Denmark,1977,Europe,pop,5088419
Denmark,1977,Europe,lifeExp,74.69
Denmark,1977,Europe,gdpPercap,20422.9015
Denmark,1982,Europe,pop,5117810
Denmark,1982,Europe,lifeExp,74.63
Denmark,1982,Europe,gdpPercap,21688.04048
Denmark,1987,Europe,pop,5127024
Denmark,1987,Europe,lifeExp,74.8
Denmark,1987,Europe,gdpPercap,25116.17581
Denmark,1992,Europe,pop,5171393
Denmark,1992,Europe,lifeExp,75.33
Denmark,1992,Europe,gdpPercap,26406.73985
Denmark,1997,Europe,pop,5283663
Denmark,1997,Europe,lifeExp,76.11
Denmark,1997,Europe,gdpPercap,29804.34567
Denmark,2002,Europe,pop,5374693
Denmark,2002,Europe,lifeExp,77.18
Denmark,2002,Europe,gdpPercap,32166.50006
Denmark,2007,Europe,pop,5468120
Denmark,2007,Europe,lifeExp,78.332
Denmark,2007,Europe,gdpPercap,35278.41874
Djibouti,1952,Africa,pop,63149
Djibouti,1952,Africa,lifeExp,34.812
Djibouti,1952,Africa,gdpPercap,2669.529475
Djibouti,1957,Africa,pop,71851
Djibouti,1957,Africa,lifeExp,37.328
Djibouti,1957,Africa,gdpPercap,2864.969076
Djibouti,1962,Africa,pop,89898
Djibouti,1962,Africa,lifeExp,39.693
Djibouti,1962,Africa,gdpPercap,3020.989263
Djibouti,1967,Africa,pop,127617
Djibouti,1967,Africa,lifeExp,42.074
Djibouti,1967,Africa,gdpPercap,3020.050513
Djibouti,1972,Africa,pop,178848
Djibouti,1972,Africa,lifeExp,44.366
Djibouti,1972,Africa,gdpPercap,3694.212352
Djibouti,1977,Africa,pop,228694
Djibouti,1977,Africa,lifeExp,46.519
Djibouti,1977,Africa,gdpPercap,3081.761022
Djibouti,1982,Africa,pop,305991
Djibouti,1982,Africa,lifeExp,48.812
Djibouti,1982,Africa,gdpPercap,2879.468067
Djibouti,1987,Africa,pop,311025
Djibouti,1987,Africa,lifeExp,50.04
Djibouti,1987,Africa,gdpPercap,2880.102568
Djibouti,1992,Africa,pop,384156
Djibouti,1992,Africa,lifeExp,51.604
Djibouti,1992,Africa,gdpPercap,2377.156192
Djibouti,1997,Africa,pop,417908
Djibouti,1997,Africa,lifeExp,53.157
Djibouti,1997,Africa,gdpPercap,1895.016984
Djibouti,2002,Africa,pop,447416
Djibouti,2002,Africa,lifeExp,53.373
Djibouti,2002,Africa,gdpPercap,1908.260867
Djibouti,2007,Africa,pop,496374
Djibouti,2007,Africa,lifeExp,54.791
Djibouti,2007,Africa,gdpPercap,2082.481567
Dominican Republic,1952,Americas,pop,2491346
Dominican Republic,1952,Americas,lifeExp,45.928
Dominican Republic,1952,Americas,gdpPercap,1397.717137
Dominican Republic,1957,Americas,pop,2923186
Dominican Republic,1957,Americas,lifeExp,49.828
Dominican Republic,1957,Americas,gdpPercap,1544.402995
Dominican Republic,1962,Americas,pop,3453434
Dominican Republic,1962,Americas,lifeExp,53.459
Dominican Republic,1962,Americas,gdpPercap,1662.137359
Dominican Republic,1967,Americas,pop,4049146
Dominican Republic,1967,Americas,lifeExp,56.751
Dominican Republic,1967,Americas,gdpPercap,1653.723003
Dominican Republic,1972,Americas,pop,4671329
Dominican Republic,1972,Americas,lifeExp,59.631
Dominican Republic,1972,Americas,gdpPercap,2189.874499
Dominican Republic,1977,Americas,pop,5302800
Dominican Republic,1977,Americas,lifeExp,61.788
Dominican Republic,1977,Americas,gdpPercap,2681.9889
Dominican Republic,1982,Americas,pop,5968349
Dominican Republic,1982,Americas,lifeExp,63.727
Dominican Republic,1982,Americas,gdpPercap,2861.092386
Dominican Republic,1987,Americas,pop,6655297
Dominican Republic,1987,Americas,lifeExp,66.046
Dominican Republic,1987,Americas,gdpPercap,2899.842175
Dominican Republic,1992,Americas,pop,7351181
Dominican Republic,1992,Americas,lifeExp,68.457
Dominican Republic,1992,Americas,gdpPercap,3044.214214
Dominican Republic,1997,Americas,pop,7992357
Dominican Republic,1997,Americas,lifeExp,69.957
Dominican Republic,1997,Americas,gdpPercap,3614.101285
Dominican Republic,2002,Americas,pop,8650322
Dominican Republic,2002,Americas,lifeExp,70.847
Dominican Republic,2002,Americas,gdpPercap,4563.808154
Dominican Republic,2007,Americas,pop,9319622
Dominican Republic,2007,Americas,lifeExp,72.235
Dominican Republic,2007,Americas,gdpPercap,6025.374752
Ecuador,1952,Americas,pop,3548753
Ecuador,1952,Americas,lifeExp,48.357
Ecuador,1952,Americas,gdpPercap,3522.110717
Ecuador,1957,Americas,pop,4058385
Ecuador,1957,Americas,lifeExp,51.356
Ecuador,1957,Americas,gdpPercap,3780.546651
Ecuador,1962,Americas,pop,4681707
Ecuador,1962,Americas,lifeExp,54.64
Ecuador,1962,Americas,gdpPercap,4086.114078
Ecuador,1967,Americas,pop,5432424
Ecuador,1967,Americas,lifeExp,56.678
Ecuador,1967,Americas,gdpPercap,4579.074215
Ecuador,1972,Americas,pop,6298651
Ecuador,1972,Americas,lifeExp,58.796
Ecuador,1972,Americas,gdpPercap,5280.99471
Ecuador,1977,Americas,pop,7278866
Ecuador,1977,Americas,lifeExp,61.31
Ecuador,1977,Americas,gdpPercap,6679.62326
Ecuador,1982,Americas,pop,8365850
Ecuador,1982,Americas,lifeExp,64.342
Ecuador,1982,Americas,gdpPercap,7213.791267
Ecuador,1987,Americas,pop,9545158
Ecuador,1987,Americas,lifeExp,67.231
Ecuador,1987,Americas,gdpPercap,6481.776993
Ecuador,1992,Americas,pop,10748394
Ecuador,1992,Americas,lifeExp,69.613
Ecuador,1992,Americas,gdpPercap,7103.702595
Ecuador,1997,Americas,pop,11911819
Ecuador,1997,Americas,lifeExp,72.312
Ecuador,1997,Americas,gdpPercap,7429.455877
Ecuador,2002,Americas,pop,12921234
Ecuador,2002,Americas,lifeExp,74.173
Ecuador,2002,Americas,gdpPercap,5773.044512
Ecuador,2007,Americas,pop,13755680
Ecuador,2007,Americas,lifeExp,74.994
Ecuador,2007,Americas,gdpPercap,6873.262326
Egypt,1952,Africa,pop,22223309
Egypt,1952,Africa,lifeExp,41.893
Egypt,1952,Africa,gdpPercap,1418.822445
Egypt,1957,Africa,pop,25009741
Egypt,1957,Africa,lifeExp,44.444
Egypt,1957,Africa,gdpPercap,1458.915272
Egypt,1962,Africa,pop,28173309
Egypt,1962,Africa,lifeExp,46.992
Egypt,1962,Africa,gdpPercap,1693.335853
Egypt,1967,Africa,pop,31681188
Egypt,1967,Africa,lifeExp,49.293
Egypt,1967,Africa,gdpPercap,1814.880728
Egypt,1972,Africa,pop,34807417
Egypt,1972,Africa,lifeExp,51.137
Egypt,1972,Africa,gdpPercap,2024.008147
Egypt,1977,Africa,pop,38783863
Egypt,1977,Africa,lifeExp,53.319
Egypt,1977,Africa,gdpPercap,2785.493582
Egypt,1982,Africa,pop,45681811
Egypt,1982,Africa,lifeExp,56.006
Egypt,1982,Africa,gdpPercap,3503.729636
Egypt,1987,Africa,pop,52799062
Egypt,1987,Africa,lifeExp,59.797
Egypt,1987,Africa,gdpPercap,3885.46071
Egypt,1992,Africa,pop,59402198
Egypt,1992,Africa,lifeExp,63.674
Egypt,1992,Africa,gdpPercap,3794.755195
Egypt,1997,Africa,pop,66134291
Egypt,1997,Africa,lifeExp,67.217
Egypt,1997,Africa,gdpPercap,4173.181797
Egypt,2002,Africa,pop,73312559
Egypt,2002,Africa,lifeExp,69.806
Egypt,2002,Africa,gdpPercap,4754.604414
Egypt,2007,Africa,pop,80264543
Egypt,2007,Africa,lifeExp,71.338
Egypt,2007,Africa,gdpPercap,5581.180998
El Salvador,1952,Americas,pop,2042865
El Salvador,1952,Americas,lifeExp,45.262
El Salvador,1952,Americas,gdpPercap,3048.3029
El Salvador,1957,Americas,pop,2355805
El Salvador,1957,Americas,lifeExp,48.57
El Salvador,1957,Americas,gdpPercap,3421.523218
El Salvador,1962,Americas,pop,2747687
El Salvador,1962,Americas,lifeExp,52.307
El Salvador,1962,Americas,gdpPercap,3776.803627
El Salvador,1967,Americas,pop,3232927
El Salvador,1967,Americas,lifeExp,55.855
El Salvador,1967,Americas,gdpPercap,4358.595393
El Salvador,1972,Americas,pop,3790903
El Salvador,1972,Americas,lifeExp,58.207
El Salvador,1972,Americas,gdpPercap,4520.246008
El Salvador,1977,Americas,pop,4282586
El Salvador,1977,Americas,lifeExp,56.696
El Salvador,1977,Americas,gdpPercap,5138.922374
El Salvador,1982,Americas,pop,4474873
El Salvador,1982,Americas,lifeExp,56.604
El Salvador,1982,Americas,gdpPercap,4098.344175
El Salvador,1987,Americas,pop,4842194
El Salvador,1987,Americas,lifeExp,63.154
El Salvador,1987,Americas,gdpPercap,4140.442097
El Salvador,1992,Americas,pop,5274649
El Salvador,1992,Americas,lifeExp,66.798
El Salvador,1992,Americas,gdpPercap,4444.2317
El Salvador,1997,Americas,pop,5783439
El Salvador,1997,Americas,lifeExp,69.535
El Salvador,1997,Americas,gdpPercap,5154.825496
El Salvador,2002,Americas,pop,6353681
El Salvador,2002,Americas,lifeExp,70.734
El Salvador,2002,Americas,gdpPercap,5351.568666
El Salvador,2007,Americas,pop,6939688
El Salvador,2007,Americas,lifeExp,71.878
El Salvador,2007,Americas,gdpPercap,5728.353514
Equatorial Guinea,1952,Africa,pop,216964
Equatorial Guinea,1952,Africa,lifeExp,34.482
Equatorial Guinea,1952,Africa,gdpPercap,375.6431231
Equatorial Guinea,1957,Africa,pop,232922
Equatorial Guinea,1957,Africa,lifeExp,35.983
Equatorial Guinea,1957,Africa,gdpPercap,426.0964081
Equatorial Guinea,1962,Africa,pop,249220
Equatorial Guinea,1962,Africa,lifeExp,37.485
Equatorial Guinea,1962,Africa,gdpPercap,582.8419714
Equatorial Guinea,1967,Africa,pop,259864
Equatorial Guinea,1967,Africa,lifeExp,38.987
Equatorial Guinea,1967,Africa,gdpPercap,915.5960025
Equatorial Guinea,1972,Africa,pop,277603
Equatorial Guinea,1972,Africa,lifeExp,40.516
Equatorial Guinea,1972,Africa,gdpPercap,672.4122571
Equatorial Guinea,1977,Africa,pop,192675
Equatorial Guinea,1977,Africa,lifeExp,42.024
Equatorial Guinea,1977,Africa,gdpPercap,958.5668124
Equatorial Guinea,1982,Africa,pop,285483
Equatorial Guinea,1982,Africa,lifeExp,43.662
Equatorial Guinea,1982,Africa,gdpPercap,927.8253427
Equatorial Guinea,1987,Africa,pop,341244
Equatorial Guinea,1987,Africa,lifeExp,45.664
Equatorial Guinea,1987,Africa,gdpPercap,966.8968149
Equatorial Guinea,1992,Africa,pop,387838
Equatorial Guinea,1992,Africa,lifeExp,47.545
Equatorial Guinea,1992,Africa,gdpPercap,1132.055034
Equatorial Guinea,1997,Africa,pop,439971
Equatorial Guinea,1997,Africa,lifeExp,48.245
Equatorial Guinea,1997,Africa,gdpPercap,2814.480755
Equatorial Guinea,2002,Africa,pop,495627
Equatorial Guinea,2002,Africa,lifeExp,49.348
Equatorial Guinea,2002,Africa,gdpPercap,7703.4959
Equatorial Guinea,2007,Africa,pop,551201
Equatorial Guinea,2007,Africa,lifeExp,51.579
Equatorial Guinea,2007,Africa,gdpPercap,12154.08975
Eritrea,1952,Africa,pop,1438760
Eritrea,1952,Africa,lifeExp,35.928
Eritrea,1952,Africa,gdpPercap,328.9405571
Eritrea,1957,Africa,pop,1542611
Eritrea,1957,Africa,lifeExp,38.047
Eritrea,1957,Africa,gdpPercap,344.1618859
Eritrea,1962,Africa,pop,1666618
Eritrea,1962,Africa,lifeExp,40.158
Eritrea,1962,Africa,gdpPercap,380.9958433
Eritrea,1967,Africa,pop,1820319
Eritrea,1967,Africa,lifeExp,42.189
Eritrea,1967,Africa,gdpPercap,468.7949699
Eritrea,1972,Africa,pop,2260187
Eritrea,1972,Africa,lifeExp,44.142
Eritrea,1972,Africa,gdpPercap,514.3242082
Eritrea,1977,Africa,pop,2512642
Eritrea,1977,Africa,lifeExp,44.535
Eritrea,1977,Africa,gdpPercap,505.7538077
Eritrea,1982,Africa,pop,2637297
Eritrea,1982,Africa,lifeExp,43.89
Eritrea,1982,Africa,gdpPercap,524.8758493
Eritrea,1987,Africa,pop,2915959
Eritrea,1987,Africa,lifeExp,46.453
Eritrea,1987,Africa,gdpPercap,521.1341333
Eritrea,1992,Africa,pop,3668440
Eritrea,1992,Africa,lifeExp,49.991
Eritrea,1992,Africa,gdpPercap,582.8585102
Eritrea,1997,Africa,pop,4058319
Eritrea,1997,Africa,lifeExp,53.378
Eritrea,1997,Africa,gdpPercap,913.47079
Eritrea,2002,Africa,pop,4414865
Eritrea,2002,Africa,lifeExp,55.24
Eritrea,2002,Africa,gdpPercap,765.3500015
Eritrea,2007,Africa,pop,4906585
Eritrea,2007,Africa,lifeExp,58.04
Eritrea,2007,Africa,gdpPercap,641.3695236
Ethiopia,1952,Africa,pop,20860941
Ethiopia,1952,Africa,lifeExp,34.078
Ethiopia,1952,Africa,gdpPercap,362.1462796
Ethiopia,1957,Africa,pop,22815614
Ethiopia,1957,Africa,lifeExp,36.667
Ethiopia,1957,Africa,gdpPercap,378.9041632
Ethiopia,1962,Africa,pop,25145372
Ethiopia,1962,Africa,lifeExp,40.059
Ethiopia,1962,Africa,gdpPercap,419.4564161
Ethiopia,1967,Africa,pop,27860297
Ethiopia,1967,Africa,lifeExp,42.115
Ethiopia,1967,Africa,gdpPercap,516.1186438
Ethiopia,1972,Africa,pop,30770372
Ethiopia,1972,Africa,lifeExp,43.515
Ethiopia,1972,Africa,gdpPercap,566.2439442
Ethiopia,1977,Africa,pop,34617799
Ethiopia,1977,Africa,lifeExp,44.51
Ethiopia,1977,Africa,gdpPercap,556.8083834
Ethiopia,1982,Africa,pop,38111756
Ethiopia,1982,Africa,lifeExp,44.916
Ethiopia,1982,Africa,gdpPercap,577.8607471
Ethiopia,1987,Africa,pop,42999530
Ethiopia,1987,Africa,lifeExp,46.684
Ethiopia,1987,Africa,gdpPercap,573.7413142
Ethiopia,1992,Africa,pop,52088559
Ethiopia,1992,Africa,lifeExp,48.091
Ethiopia,1992,Africa,gdpPercap,421.3534653
Ethiopia,1997,Africa,pop,59861301
Ethiopia,1997,Africa,lifeExp,49.402
Ethiopia,1997,Africa,gdpPercap,515.8894013
Ethiopia,2002,Africa,pop,67946797
Ethiopia,2002,Africa,lifeExp,50.725
Ethiopia,2002,Africa,gdpPercap,530.0535319
Ethiopia,2007,Africa,pop,76511887
Ethiopia,2007,Africa,lifeExp,52.947
Ethiopia,2007,Africa,gdpPercap,690.8055759
Finland,1952,Europe,pop,4090500
Finland,1952,Europe,lifeExp,66.55
Finland,1952,Europe,gdpPercap,6424.519071
Finland,1957,Europe,pop,4324000
Finland,1957,Europe,lifeExp,67.49
Finland,1957,Europe,gdpPercap,7545.415386
Finland,1962,Europe,pop,4491443
Finland,1962,Europe,lifeExp,68.75
Finland,1962,Europe,gdpPercap,9371.842561
Finland,1967,Europe,pop,4605744
Finland,1967,Europe,lifeExp,69.83
Finland,1967,Europe,gdpPercap,10921.63626
Finland,1972,Europe,pop,4639657
Finland,1972,Europe,lifeExp,70.87
Finland,1972,Europe,gdpPercap,14358.8759
Finland,1977,Europe,pop,4738902
Finland,1977,Europe,lifeExp,72.52
Finland,1977,Europe,gdpPercap,15605.42283
Finland,1982,Europe,pop,4826933
Finland,1982,Europe,lifeExp,74.55
Finland,1982,Europe,gdpPercap,18533.15761
Finland,1987,Europe,pop,4931729
Finland,1987,Europe,lifeExp,74.83
Finland,1987,Europe,gdpPercap,21141.01223
Finland,1992,Europe,pop,5041039
Finland,1992,Europe,lifeExp,75.7
Finland,1992,Europe,gdpPercap,20647.16499
Finland,1997,Europe,pop,5134406
Finland,1997,Europe,lifeExp,77.13
Finland,1997,Europe,gdpPercap,23723.9502
Finland,2002,Europe,pop,5193039
Finland,2002,Europe,lifeExp,78.37
Finland,2002,Europe,gdpPercap,28204.59057
Finland,2007,Europe,pop,5238460
Finland,2007,Europe,lifeExp,79.313
Finland,2007,Europe,gdpPercap,33207.0844
France,1952,Europe,pop,42459667
France,1952,Europe,lifeExp,67.41
France,1952,Europe,gdpPercap,7029.809327
France,1957,Europe,pop,44310863
France,1957,Europe,lifeExp,68.93
France,1957,Europe,gdpPercap,8662.834898
France,1962,Europe,pop,47124000
France,1962,Europe,lifeExp,70.51
France,1962,Europe,gdpPercap,10560.48553
France,1967,Europe,pop,49569000
France,1967,Europe,lifeExp,71.55
France,1967,Europe,gdpPercap,12999.91766
France,1972,Europe,pop,51732000
France,1972,Europe,lifeExp,72.38
France,1972,Europe,gdpPercap,16107.19171
France,1977,Europe,pop,53165019
France,1977,Europe,lifeExp,73.83
France,1977,Europe,gdpPercap,18292.63514
France,1982,Europe,pop,54433565
France,1982,Europe,lifeExp,74.89
France,1982,Europe,gdpPercap,20293.89746
France,1987,Europe,pop,55630100
France,1987,Europe,lifeExp,76.34
France,1987,Europe,gdpPercap,22066.44214
France,1992,Europe,pop,57374179
France,1992,Europe,lifeExp,77.46
France,1992,Europe,gdpPercap,24703.79615
France,1997,Europe,pop,58623428
France,1997,Europe,lifeExp,78.64
France,1997,Europe,gdpPercap,25889.78487
France,2002,Europe,pop,59925035
France,2002,Europe,lifeExp,79.59
France,2002,Europe,gdpPercap,28926.03234
France,2007,Europe,pop,61083916
France,2007,Europe,lifeExp,80.657
France,2007,Europe,gdpPercap,30470.0167
Gabon,1952,Africa,pop,420702
Gabon,1952,Africa,lifeExp,37.003
Gabon,1952,Africa,gdpPercap,4293.476475
Gabon,1957,Africa,pop,434904
Gabon,1957,Africa,lifeExp,38.999
Gabon,1957,Africa,gdpPercap,4976.198099
Gabon,1962,Africa,pop,455661
Gabon,1962,Africa,lifeExp,40.489
Gabon,1962,Africa,gdpPercap,6631.459222
Gabon,1967,Africa,pop,489004
Gabon,1967,Africa,lifeExp,44.598
Gabon,1967,Africa,gdpPercap,8358.761987
Gabon,1972,Africa,pop,537977
Gabon,1972,Africa,lifeExp,48.69
Gabon,1972,Africa,gdpPercap,11401.94841
Gabon,1977,Africa,pop,706367
Gabon,1977,Africa,lifeExp,52.79
Gabon,1977,Africa,gdpPercap,21745.57328
Gabon,1982,Africa,pop,753874
Gabon,1982,Africa,lifeExp,56.564
Gabon,1982,Africa,gdpPercap,15113.36194
Gabon,1987,Africa,pop,880397
Gabon,1987,Africa,lifeExp,60.19
Gabon,1987,Africa,gdpPercap,11864.40844
Gabon,1992,Africa,pop,985739
Gabon,1992,Africa,lifeExp,61.366
Gabon,1992,Africa,gdpPercap,13522.15752
Gabon,1997,Africa,pop,1126189
Gabon,1997,Africa,lifeExp,60.461
Gabon,1997,Africa,gdpPercap,14722.84188
Gabon,2002,Africa,pop,1299304
Gabon,2002,Africa,lifeExp,56.761
Gabon,2002,Africa,gdpPercap,12521.71392
Gabon,2007,Africa,pop,1454867
Gabon,2007,Africa,lifeExp,56.735
Gabon,2007,Africa,gdpPercap,13206.48452
Gambia,1952,Africa,pop,284320
Gambia,1952,Africa,lifeExp,30
Gambia,1952,Africa,gdpPercap,485.2306591
Gambia,1957,Africa,pop,323150
Gambia,1957,Africa,lifeExp,32.065
Gambia,1957,Africa,gdpPercap,520.9267111
Gambia,1962,Africa,pop,374020
Gambia,1962,Africa,lifeExp,33.896
Gambia,1962,Africa,gdpPercap,599.650276
Gambia,1967,Africa,pop,439593
Gambia,1967,Africa,lifeExp,35.857
Gambia,1967,Africa,gdpPercap,734.7829124
Gambia,1972,Africa,pop,517101
Gambia,1972,Africa,lifeExp,38.308
Gambia,1972,Africa,gdpPercap,756.0868363
Gambia,1977,Africa,pop,608274
Gambia,1977,Africa,lifeExp,41.842
Gambia,1977,Africa,gdpPercap,884.7552507
Gambia,1982,Africa,pop,715523
Gambia,1982,Africa,lifeExp,45.58
Gambia,1982,Africa,gdpPercap,835.8096108
Gambia,1987,Africa,pop,848406
Gambia,1987,Africa,lifeExp,49.265
Gambia,1987,Africa,gdpPercap,611.6588611
Gambia,1992,Africa,pop,1025384
Gambia,1992,Africa,lifeExp,52.644
Gambia,1992,Africa,gdpPercap,665.6244126
Gambia,1997,Africa,pop,1235767
Gambia,1997,Africa,lifeExp,55.861
Gambia,1997,Africa,gdpPercap,653.7301704
Gambia,2002,Africa,pop,1457766
Gambia,2002,Africa,lifeExp,58.041
Gambia,2002,Africa,gdpPercap,660.5855997
Gambia,2007,Africa,pop,1688359
Gambia,2007,Africa,lifeExp,59.448
Gambia,2007,Africa,gdpPercap,752.7497265
Germany,1952,Europe,pop,69145952
Germany,1952,Europe,lifeExp,67.5
Germany,1952,Europe,gdpPercap,7144.114393
Germany,1957,Europe,pop,71019069
Germany,1957,Europe,lifeExp,69.1
Germany,1957,Europe,gdpPercap,10187.82665
Germany,1962,Europe,pop,73739117
Germany,1962,Europe,lifeExp,70.3
Germany,1962,Europe,gdpPercap,12902.46291
Germany,1967,Europe,pop,76368453
Germany,1967,Europe,lifeExp,70.8
Germany,1967,Europe,gdpPercap,14745.62561
Germany,1972,Europe,pop,78717088
Germany,1972,Europe,lifeExp,71
Germany,1972,Europe,gdpPercap,18016.18027
Germany,1977,Europe,pop,78160773
Germany,1977,Europe,lifeExp,72.5
Germany,1977,Europe,gdpPercap,20512.92123
Germany,1982,Europe,pop,78335266
Germany,1982,Europe,lifeExp,73.8
Germany,1982,Europe,gdpPercap,22031.53274
Germany,1987,Europe,pop,77718298
Germany,1987,Europe,lifeExp,74.847
Germany,1987,Europe,gdpPercap,24639.18566
Germany,1992,Europe,pop,80597764
Germany,1992,Europe,lifeExp,76.07
Germany,1992,Europe,gdpPercap,26505.30317
Germany,1997,Europe,pop,82011073
Germany,1997,Europe,lifeExp,77.34
Germany,1997,Europe,gdpPercap,27788.88416
Germany,2002,Europe,pop,82350671
Germany,2002,Europe,lifeExp,78.67
Germany,2002,Europe,gdpPercap,30035.80198
Germany,2007,Europe,pop,82400996
Germany,2007,Europe,lifeExp,79.406
Germany,2007,Europe,gdpPercap,32170.37442
Ghana,1952,Africa,pop,5581001
Ghana,1952,Africa,lifeExp,43.149
Ghana,1952,Africa,gdpPercap,911.2989371
Ghana,1957,Africa,pop,6391288
Ghana,1957,Africa,lifeExp,44.779
Ghana,1957,Africa,gdpPercap,1043.561537
Ghana,1962,Africa,pop,7355248
Ghana,1962,Africa,lifeExp,46.452
Ghana,1962,Africa,gdpPercap,1190.041118
Ghana,1967,Africa,pop,8490213
Ghana,1967,Africa,lifeExp,48.072
Ghana,1967,Africa,gdpPercap,1125.69716
Ghana,1972,Africa,pop,9354120
Ghana,1972,Africa,lifeExp,49.875
Ghana,1972,Africa,gdpPercap,1178.223708
Ghana,1977,Africa,pop,10538093
Ghana,1977,Africa,lifeExp,51.756
Ghana,1977,Africa,gdpPercap,993.2239571
Ghana,1982,Africa,pop,11400338
Ghana,1982,Africa,lifeExp,53.744
Ghana,1982,Africa,gdpPercap,876.032569
Ghana,1987,Africa,pop,14168101
Ghana,1987,Africa,lifeExp,55.729
Ghana,1987,Africa,gdpPercap,847.0061135
Ghana,1992,Africa,pop,16278738
Ghana,1992,Africa,lifeExp,57.501
Ghana,1992,Africa,gdpPercap,925.060154
Ghana,1997,Africa,pop,18418288
Ghana,1997,Africa,lifeExp,58.556
Ghana,1997,Africa,gdpPercap,1005.245812
Ghana,2002,Africa,pop,20550751
Ghana,2002,Africa,lifeExp,58.453
Ghana,2002,Africa,gdpPercap,1111.984578
Ghana,2007,Africa,pop,22873338
Ghana,2007,Africa,lifeExp,60.022
Ghana,2007,Africa,gdpPercap,1327.60891
Greece,1952,Europe,pop,7733250
Greece,1952,Europe,lifeExp,65.86
Greece,1952,Europe,gdpPercap,3530.690067
Greece,1957,Europe,pop,8096218
Greece,1957,Europe,lifeExp,67.86
Greece,1957,Europe,gdpPercap,4916.299889
Greece,1962,Europe,pop,8448233
Greece,1962,Europe,lifeExp,69.51
Greece,1962,Europe,gdpPercap,6017.190733
Greece,1967,Europe,pop,8716441
Greece,1967,Europe,lifeExp,71
Greece,1967,Europe,gdpPercap,8513.097016
Greece,1972,Europe,pop,8888628
Greece,1972,Europe,lifeExp,72.34
Greece,1972,Europe,gdpPercap,12724.82957
Greece,1977,Europe,pop,9308479
Greece,1977,Europe,lifeExp,73.68
Greece,1977,Europe,gdpPercap,14195.52428
Greece,1982,Europe,pop,9786480
Greece,1982,Europe,lifeExp,75.24
Greece,1982,Europe,gdpPercap,15268.42089
Greece,1987,Europe,pop,9974490
Greece,1987,Europe,lifeExp,76.67
Greece,1987,Europe,gdpPercap,16120.52839
Greece,1992,Europe,pop,10325429
Greece,1992,Europe,lifeExp,77.03
Greece,1992,Europe,gdpPercap,17541.49634
Greece,1997,Europe,pop,10502372
Greece,1997,Europe,lifeExp,77.869
Greece,1997,Europe,gdpPercap,18747.69814
Greece,2002,Europe,pop,10603863
Greece,2002,Europe,lifeExp,78.256
Greece,2002,Europe,gdpPercap,22514.2548
Greece,2007,Europe,pop,10706290
Greece,2007,Europe,lifeExp,79.483
Greece,2007,Europe,gdpPercap,27538.41188
Guatemala,1952,Americas,pop,3146381
Guatemala,1952,Americas,lifeExp,42.023
Guatemala,1952,Americas,gdpPercap,2428.237769
Guatemala,1957,Americas,pop,3640876
Guatemala,1957,Americas,lifeExp,44.142
Guatemala,1957,Americas,gdpPercap,2617.155967
Guatemala,1962,Americas,pop,4208858
Guatemala,1962,Americas,lifeExp,46.954
Guatemala,1962,Americas,gdpPercap,2750.364446
Guatemala,1967,Americas,pop,4690773
Guatemala,1967,Americas,lifeExp,50.016
Guatemala,1967,Americas,gdpPercap,3242.531147
Guatemala,1972,Americas,pop,5149581
Guatemala,1972,Americas,lifeExp,53.738
Guatemala,1972,Americas,gdpPercap,4031.408271
Guatemala,1977,Americas,pop,5703430
Guatemala,1977,Americas,lifeExp,56.029
Guatemala,1977,Americas,gdpPercap,4879.992748
Guatemala,1982,Americas,pop,6395630
Guatemala,1982,Americas,lifeExp,58.137
Guatemala,1982,Americas,gdpPercap,4820.49479
Guatemala,1987,Americas,pop,7326406
Guatemala,1987,Americas,lifeExp,60.782
Guatemala,1987,Americas,gdpPercap,4246.485974
Guatemala,1992,Americas,pop,8486949
Guatemala,1992,Americas,lifeExp,63.373
